conversation_ID	utt_1	utt_2	emotion
1073		I am sorry we can not store your childhood things anymore .	sadness
1073		Oh , that is okay , I can not wait to see everything again ! All of the memories	joy
1073		I used to love to play restaurant .	joy
1073	you used to love to play uncooked batter eater .	Hey , it is unreasonable to expect a child to wait for a light bulb to cook brownies !	anger
1073		Hey , it is unreasonable to expect a child to wait for a light bulb to cook brownies !	anger
129		Uh ... Oh , Mindy , you are so stupid . Oh , we are both so stupid .	sadness
129	Oh , I am so sorry .	No me , I am so sorry ...	sadness
133		Well , I have been calling you , but it turns out I had your number wrong . And when I finally got the right one from Information , there was no answer .	sadness
133	I have been calling you	Oh um ... I am , I am okay .	joy
133	I thought I would just come down here , and make sure you were okay .	Oh um ... I am , I am okay .	joy
133	maybe we could get together later ?	You got it .	joy
133	That sounds good . I will call you ... or you call me	You got it .	joy
133	maybe we could get together later ?	Whoo ... hoo !	joy
133	maybe we could get together later ?	Yeah , there you go !	joy
133		Second date !	joy
133	maybe we could get together later ?	Second date !	joy
133	I do not know .	You do not know ? !	surprise
133		You do not know ? !	surprise
133		Well , she seems very nice and everything , but that whole thing about her coming all the way down here , just to see if I was okay ? I mean , ... how needy is that ?	disgust
278		Guess what , I got an audition !	joy
278	I got an audition !	Awww , one of my students got an audition . I am so proud .	joy
278		Awww , one of my students got an audition . I am so proud .	joy
278	I was wondering if you would consider coaching me for it ?	You bet ! What the part ?	joy
278		Oh it is great , it is a role on All My Children , Nick the boxer .	joy
1082		I realized it was stupid to get upset about not having a husband and kids .	disgust
1260		Ross , it just would not have been feasible .	sadness
1260	it just would not have been feasible .	But having a dove place the ring on your finger would have been no problem ?	anger
1260		But having a dove place the ring on your finger would have been no problem ?	anger
1260		It was really fun being married to you tonight .	joy
1260	It was really fun being married to you tonight .	Yeah ! And ! And , it was the easiest 400 bucks I have ever made .	joy
1260		Yeah ! And ! And , it was the easiest 400 bucks I have ever made .	joy
1260		I know , I know it was stupid .	sadness
1260	it was stupid .	Are you kidding ? !	surprise
1260		With the , with the lilies , and ... and the song , and the stars !	joy
1260	With the , with the lilies , and ... and the song , and the stars !	It was ... really wonderful !	joy
1260		It was ... really wonderful !	joy
1260		Did you just make that up ?	surprise
1084	We are gonna pick it up ... and move it . Now all we need is teamwork , okay ? We are gonna lift the car ...	Ross , I really do not think	sadness
1084	I really do not think	Lift ! ! And slide !	anger
288	I saw it .	Yeah , well , you are wrong ! Okay , you are wrong .	anger
288		Yeah , well , you are wrong ! Okay , you are wrong .	anger
288	you are wrong ! Okay , you are wrong .	I am not wrong ! I wish I was . I am sorry . Bet that barium enema does not sound so bad now , huh ?	sadness
108		Why does my cinamon stick have an eraser ?	surprise
108	Why does my cinamon stick have an eraser ?	Oh ! That is why . I am sorry !	surprise
108		Oh ! That is why . I am sorry !	surprise
1054		Oh my God ! That is David !	surprise
1054		David the scientist guy , David that I was in love with , David who went to Russia and broke my heart David !	sadness
1054	Phoebe ?	Oh my God !	surprise
1054		Phoebe ?	surprise
1054		David ! What ... what are you doing here ? Are not you supposed to be in Russia ?	surprise
1054		Yeah , I am just , I am just in town for a conference . Umm , God ! you look phenomenal !	surprise
1054	you look phenomenal !	Well ... Yeah . You look great too . Did you get a haircut ?	joy
1054		Well ... Yeah . You look great too . Did you get a haircut ?	joy
350		Wow , that is great .	joy
350	that is great .	Oh , yeah !	joy
350		You know you could totally sell this . It would be perfect for like umm , a kitty litter campaign .	joy
350	you could totally sell this . It would be perfect for like umm , a kitty litter campaign .	What ? Why not ? You could make a ton of money .	surprise
350	a jingle ? No , no ... no ... no , no .	What ? Why not ? You could make a ton of money .	surprise
100	You set me up with the woman that I have dumped twice in the last five months !	Ok , I am making a break for it , I am going out the window .	anger
100	I am making a break for it , I am going out the window .	No , no , no , do not ! I have been waiting for like , forever to go out with Lorraine . Just calm down .	anger
100		Calm down ? Calm down ? You set me up with the woman that I have dumped twice in the last five months !	anger
100		Can you stop yelling ? You are making me nervous , and I can not go when I am nervous .	anger
100	You set me up with the woman that I have dumped twice in the last five months	I am sorry , I am sorry , you are right . Come on , do it , do it , go , come on ! ! !	anger
100	Can you stop yelling ? You are making me nervous , and I can not go when I am nervous .	I am sorry , I am sorry , you are right . Come on , do it , do it , go , come on ! ! !	anger
320		Well , if the magician can open my beer with his but cheeks , then all right .	joy
786		It still does not work .	sadness
929		Apparently , there is like a million guys out there that can play Mac , and there is only this one robot and this one guy who controls it !	surprise
929		I did not know he could get me fired !	surprise
929	he could get me fired !	What am I going to do ?	fear
929		Well you know Joey , you are a pretty charming guy .	joy
929		Thanks , but I kinda have a problem to deal with here .	sadness
929		No sweetie , you have got to win over the guy that controls C . H . E . E . S . E . ! You have got to kiss some serious robot ass !	joy
929		Well , actually I got a little bit saved for you Pheebs .	joy
929		So do you think uh , Joey more charming than me ?	surprise
929	do you think uh , Joey more charming than me ?	Yeah ! That is why I am sleeping with him on the side .	anger
929		Yeah ! That is why I am sleeping with him on the side .	anger
929	do you think uh , Joey more charming than me ?	Yeah , you wish .	disgust
929	Yeah ! That is why I am sleeping with him on the side .	Yeah , you wish .	disgust
619		Hey everybody , Pheebs is here !	joy
619	Pheebs is here !	Phoebe !	joy
619	Pheebs is here !	Hey , Pheebs !	joy
619	Pheebs is here !	Phoebe , woo !	joy
1285		Julie cervix is dilated a seven centimeters , that is about four fingers . The doctor let me feel it myself .	joy
704		Oh , did you catch him ? !	surprise
704	did you catch him ? !	Wh ... what did he say ? !	surprise
704	obviously I could not give him my real name	Why ? ! Why not ? !	surprise
704		Come on , you saw the way he ran out of here !	anger
704	you saw the way he ran out of here !	What do you think ? He is gonna stick around and talk to the daughter he abandoned !	surprise
704		What do you think ? He is gonna stick around and talk to the daughter he abandoned !	surprise
1192		No ! Wait no ! Shut up ... I mean do not cry ! Let me get my checkbook !	sadness
1192		Look honey , you do not have to do this , okay ?	fear
1192		You are loyal , you are honest , and you have integrity !	joy
1192	You are loyal , you are honest , and you have integrity !	That is the kind of strength that I want in the man that I love !	joy
1192		That means nothing to me . Come on !	disgust
74	We are going to Minsk .	Minsk ?	surprise
74		We got the grant . Three years , all expenses paid .	joy
1304		No , I am sorry . It is just my foot itches like crazy .	sadness
1304	It is just my foot itches like crazy .	Wow ! I usually get to know a girl a little better before I let her spoon me .	surprise
1304	I usually get to know a girl a little better before I let her spoon me .	Relax , it is not like we are forking .	joy
820		Why is not that valet back with my Porsche ?	surprise
820	Why is not that valet back with my Porsche ?	Maybe because you have got the keys ?	disgust
820		Maybe because you have got the keys ?	disgust
820		This is totally your fault !	anger
820	This is totally your fault !	My fault ? ! You threatened the judge !	anger
820		My fault ? ! You threatened the judge !	anger
820		Well , you ripped the paper out of the court reporter machine ! !	anger
1247		Oh ... oh ! Okay , she is kicking !	joy
1247		Oh ! She is growing inside you .	joy
1247		Wow that was a big one .	surprise
1247		I think that is the youngest girl ever to reject me .	sadness
1247		Oh hey you guys !	joy
58		Everybody , this is Paolo . Paolo , I want you to meet my friends . This is Monica .	joy
58		Hi !	joy
58		Monopoly !	joy
58		Look at that !	surprise
58		Alright . I looked all over the building and I could not find the kitty anywhere .	sadness
58		Oh , I found him . He was Paolo cat .	joy
58	I looked all over the building and I could not find the kitty anywhere .	Ah ! Well ! There you go ! Last to know again ! And I am guessing ... since nobody told me ... this is Paolo .	joy
58	I found him . He was Paolo cat .	Ah ! Well ! There you go ! Last to know again ! And I am guessing ... since nobody told me ... this is Paolo .	joy
